TYPE,X,Y
GARDEN,495344.16894743737,5456330.4997662315
GARDEN,491430.7558430832,5459227.032459804
GARDEN,492297.8432399667,5456624.742790447
GARDEN,495258.7280158846,5455126.020853271
GARDEN,492071.7944832055,5456530.391072177
GARDEN,486527.6880309496,5453695.538327133
GARDEN,493542.18013995345,5456871.129504031
GARDEN,493192.72770099837,5458412.331656527
GARDEN,490186.8543262438,5450675.832391889
GARDEN,498127.5077342826,5451154.125884236
GARDEN,485889.20731341693,5456670.286989622
GARDEN,492690.2946111916,5458165.566022488
GARDEN,494952.98515358503,5456342.706557021
GARDEN,494263.27966764406,5456042.144097796
GARDEN,492529.4036840808,5458709.263059914
GARDEN,493349.78024078225,5458825.517048262
GARDEN,497629.900553641,5457079.629368307
GARDEN,496006.4840051496,5458830.060338137
GARDEN,490337.43937704345,5459408.964899527
GARDEN,490220.24377318274,5450495.867309536
GARDEN,491869.48667220876,5457366.277893649
GARDEN,492513.56577491,5453277.076349023
GARDEN,489146.6972077408,5457489.039948621
GARDEN,491130.3145146927,5453802.496646852
GARDEN,496196.6964618833,5458659.7230489915
GARDEN,491319.5990203188,5450772.5062110685
GARDEN,496851.8605668424,5458162.48713576
GARDEN,496819.28290052735,5454149.258656987
GARDEN,496271.44656085793,5458784.750051361
GARDEN,497433.200801001,5451549.635092313
GARDEN,486150.1648159776,5457539.203645835
GARDEN,495883.81045066245,5451264.546654494
GARDEN,494302.7635257849,5457020.14707865
GARDEN,497038.5008506753,5454343.6726737255
GARDEN,495323.91604566545,5455410.21608637
GRAFFITI,493415.74099989905,5452345.677244736
GRAFFITI,491710.1369998773,5456511.935245916
GRAFFITI,491746.5059998958,5458953.782246601
GRAFFITI,491259.6379998624,5456701.879245971
GRAFFITI,493278.43399992865,5456674.174245963
GRAFFITI,493267.9739999129,5456674.323245965
GRAFFITI,492126.4339999008,5457019.488246053
GRAFFITI,486513.94299986004,5456729.970245968
GRAFFITI,490385.3219998849,5459832.514246852
GRAFFITI,489995.3369998521,5456921.404246032
GRAFFITI,495657.2899999682,5454378.814245305
GRAFFITI,495270.35199992446,5454004.460245203
GRAFFITI,493549.47099991434,5456670.4772459585
GRAFFITI,487511.8539998142,5456803.245245998
GRAFFITI,492009.8129999061,5459064.545246635
GRAFFITI,492003.16299991036,5459068.64524664
GRAFFITI,492028.62199987867,5459114.397246652
GRAFFITI,490463.12299986416,5458667.658246525
GRAFFITI,492946.0029999064,5458652.065246517
GRAFFITI,492937.58299994847,5458652.2752465205
GRAFFITI,492929.5829998958,5458652.675246525
GRAFFITI,492673.14899992937,5458704.304246536
GRAFFITI,492665.1399999279,5458704.503246535
GRAFFITI,493002.38299991656,5458761.459246548
GRAFFITI,490609.1269998607,5458386.114246445
GRAFFITI,490614.066999882,5458391.51324645
GRAFFITI,490295.8639999003,5458743.956246547
GRAFFITI,490650.6139998964,5458470.011246462
GRAFFITI,490641.7139999047,5458479.111246475
GRAFFITI,490633.7639999085,5458487.561246474
GRAFFITI,490651.622999919,5458490.010246475
GRAFFITI,490653.77299989964,5458498.0302464785
GRAFFITI,489891.34799987276,5456883.7022460215
GRAFFITI,489891.49799990666,5456892.85224602
GRAFFITI,489891.6479998993,5456901.952246026
GRAFFITI,492839.7379999484,5457444.509246178
GRAFFITI,491584.6569998796,5455755.6902457
GRAFFITI,492834.68599992985,5458967.089246603
GRAFFITI,489541.91799984896,5456811.629245994
GRAFFITI,492754.00999990455,5455350.94324559
GRAFFITI,489187.6039998587,5457771.742246269
GRAFFITI,489188.43399986066,5457780.542246275
GRAFFITI,489888.70999984373,5456787.012245989
GRAFFITI,489889.05999988137,5456794.362245987
GRAFFITI,489889.2099998898,5456802.062245996
GRAFFITI,492031.67199991876,5458604.320246509
GRAFFITI,489375.8669998492,5456747.595245983
GRAFFITI,497566.65300000494,5457329.229246146
GRAFFITI,493293.7319999438,5458752.913246551
GRAFFITI,495174.0279999196,5454702.764245403
GRAFFITI,494578.98399996094,5455230.352245549
GRAFFITI,492653.5739999462,5454551.132245365
GRAFFITI,492653.6739998941,5454558.982245366
GRAFFITI,492654.5219999431,5454594.33124537
GRAFFITI,495070.0949999238,5458541.256246491
GRAFFITI,492900.1409998932,5456629.192245944
GRAFFITI,493411.9269999269,5455067.936245508
GRAFFITI,496815.67099997983,5457234.603246123
GRAFFITI,494911.0939999345,5458798.131246557
GRAFFITI,494899.303999941,5458798.431246555
GRAFFITI,495850.50099995,5457884.253246299
GRAFFITI,493373.15199991537,5453107.160244954
GRAFFITI,494905.28899990866,5457182.5462461
GRAFFITI,493366.3419999264,5452693.268244841
GRAFFITI,493426.749999922,5452891.015244894
GRAFFITI,495268.6909999614,5454039.411245219
GRAFFITI,495204.266999938,5453647.950245111
GRAFFITI,492034.77499987406,5458824.042246574
GRAFFITI,490947.6259998624,5457936.665246315
GRAFFITI,491409.1579999112,5458762.218246547
GRAFFITI,491406.10599988233,5458815.418246567
GRAFFITI,491035.9709999051,5450253.232244149
GRAFFITI,492488.07399992103,5458560.83224649
GRAFFITI,490528.33099989436,5450481.791244206
GRAFFITI,493316.8919999122,5458752.263246544
GRAFFITI,490590.9729999166,5459230.784246678
GRAFFITI,490585.2529999081,5459235.814246685
GRAFFITI,490581.0029999042,5459242.404246692
GRAFFITI,487989.1319998889,5457322.177246144
GRAFFITI,494198.4909999578,5456292.902245857
GRAFFITI,493656.23699995386,5457479.5682461895
GRAFFITI,494713.6969999274,5457057.325246065
GRAFFITI,490450.71299984783,5459455.302246749
GRAFFITI,497884.00199997384,5458677.83424653
GRAFFITI,495274.76999997895,5455506.795245627
GRAFFITI,492576.4359999073,5456659.391245952
GRAFFITI,492563.1859998838,5456659.890245954
GRAFFITI,487648.20199988503,5456856.86624601
GRAFFITI,496649.0119999731,5456184.014245821
GRAFFITI,490250.86299985606,5458794.903246564
GRAFFITI,492218.6719998989,5457105.840246079
GRAFFITI,492218.72199990175,5457117.240246082
GRAFFITI,492218.970999936,5457131.040246088
GRAFFITI,489533.8989998584,5457228.248246113
GRAFFITI,492680.83199994714,5456722.704245971
GRAFFITI,493449.1739998963,5456604.276245936
GRAFFITI,493459.2239999443,5456604.126245941
GRAFFITI,491909.5419999287,5458582.7562465025
GRAFFITI,493706.63399991265,5458783.370246554
GRAFFITI,486495.68699986686,5455010.30324549
GRAFFITI,489519.880999838,5459830.2602468515
GRAFFITI,489510.08099990065,5459839.859246848
GRAFFITI,495277.28099995933,5454417.616245327
GRAFFITI,495436.17799995694,5454541.91424536
GRAFFITI,492151.52099989774,5458790.994246558
GRAFFITI,492144.22099990695,5458793.14424656
GRAFFITI,492233.9859998916,5459052.800246635
GRAFFITI,491970.97099993605,5457124.934246089
GRAFFITI,491955.54099989374,5457125.283246084
GRAFFITI,495252.96499993885,5457639.439246237
GRAFFITI,490296.7529998607,5458071.182246349
GRAFFITI,492430.24999991775,5458660.230246521
GRAFFITI,490927.8149999235,5459599.966246782
GRAFFITI,492025.67499988654,5458902.793246596
GRAFFITI,492026.4249999208,5458913.843246593
GRAFFITI,492021.02499992924,5458919.143246591
GRAFFITI,492024.2159998871,5458937.193246601
GRAFFITI,490826.35499986866,5459490.6122467555
GRAFFITI,490812.2549999033,5459504.912246762
GRAFFITI,491143.2859998988,5459506.515246763
GRAFFITI,497669.6719999907,5457373.690246165
GRAFFITI,492672.0389999226,5459048.358246634
GRAFFITI,493637.8799999116,5458944.170246607
GRAFFITI,492837.92299989547,5457395.606246168
GRAFFITI,493245.8819999261,5458897.963246593
GRAFFITI,493238.2819998942,5458898.163246587
GRAFFITI,493230.6819999073,5458898.413246586
GRAFFITI,493223.49199994985,5458898.613246589
GRAFFITI,493549.7219999181,5456603.077245943
GRAFFITI,495175.2549999224,5452033.077244651
GRAFFITI,492448.9679998745,5457355.626246155
GRAFFITI,493075.6399998982,5456970.976246042
GRAFFITI,493771.74599990953,5458670.9212465305
GRAFFITI,495131.77899990755,5458977.145246611
GRAFFITI,489789.9259998717,5459473.356246753
GRAFFITI,489799.525999872,5459482.805246754
GRAFFITI,489808.624999846,5459492.505246753
GRAFFITI,494841.4689999651,5456690.191245963
GRAFFITI,489829.9229998631,5459513.405246764
GRAFFITI,494327.28899989725,5456302.85324585
GRAFFITI,488626.1939998882,5457251.534246118
GRAFFITI,495520.2589999194,5454450.814245336
GRAFFITI,484950.5659998387,5456770.311245981
GRAFFITI,484734.66599983047,5456836.163246002
GRAFFITI,490660.7519998496,5458504.760246475
GRAFFITI,490411.4649999016,5458638.810246514
GRAFFITI,489806.2349998503,5451173.208244405
GRAFFITI,489806.6339999062,5451183.158244412
GRAFFITI,489194.8409998639,5457294.191246139
GRAFFITI,492872.0429999394,5456562.761245929
GRAFFITI,495211.452999956,5458792.237246558
GRAFFITI,489166.00099985005,5457237.591246116
GRAFFITI,492499.0749999364,5457008.528246059
GRAFFITI,492498.0349998803,5457015.988246055
GRAFFITI,491663.25399988604,5458879.328246586
GRAFFITI,491668.5039998793,5458884.778246582
GRAFFITI,488652.7009998769,5453696.824245118
GRAFFITI,488652.9509998279,5453704.624245117
GRAFFITI,489173.0479998753,5456752.841245983
GRAFFITI,488401.1529998606,5453520.16824507
GRAFFITI,490675.08399989543,5459465.857246746
GRAFFITI,494430.1179999355,5455212.4642455485
GRAFFITI,495644.079999936,5454389.414245311
GRAFFITI,494021.2989999363,5455567.391245652
GRAFFITI,494009.5479999386,5455568.241245652
GRAFFITI,493995.74699995853,5455575.842245649
GRAFFITI,493984.2959999574,5455583.592245649
GRAFFITI,494244.9219999599,5455393.480245595
GRAFFITI,494099.5029999172,5455578.6882456485
GRAFFITI,488809.4329998935,5456451.6352459015
GRAFFITI,494292.2089999113,5458500.387246475
GRAFFITI,494301.21899996226,5458500.537246477
GRAFFITI,493389.19199995516,5455694.437245686
GRAFFITI,494216.1459999079,5458660.92624652
GRAFFITI,494493.33899991075,5458550.879246485
GRAFFITI,494493.4379999239,5458595.459246503
GRAFFITI,494441.4369999558,5458582.919246506
GRAFFITI,494003.57799990755,5456664.583245963
GRAFFITI,494326.40999992617,5457854.3692462975
GRAFFITI,496066.8239999728,5454098.92424523
GRAFFITI,496058.82399994135,5454104.824245238
GRAFFITI,493439.93799991306,5453614.208245099
GRAFFITI,493440.18799994385,5453624.308245096
GRAFFITI,493440.4879999564,5453634.3582451055
GRAFFITI,493441.1479999081,5453644.458245102
GRAFFITI,494073.75399991963,5455522.289245632
GRAFFITI,495241.09999997285,5452376.981244749
GRAFFITI,491686.6959998931,5459027.86724662
GRAFFITI,492068.1229998793,5457064.086246072
GRAFFITI,491068.5119999102,5459321.715246714
GRAFFITI,490079.404999903,5459823.651246847
GRAFFITI,493368.7919998929,5452851.415244875
GRAFFITI,493368.7919999049,5452861.964244882
GRAFFITI,490106.1039998941,5459788.9002468465
GRAFFITI,490120.2029998498,5459802.850246839
GRAFFITI,496728.90599995106,5456188.490245828
GRAFFITI,487603.4229998718,5456799.776245997
GRAFFITI,487589.19299987477,5456800.505245989
GRAFFITI,487573.36299987166,5456801.245245998
GRAFFITI,492617.7049998769,5455168.343245531
GRAFFITI,492631.2659999072,5455708.711245685
GRAFFITI,492631.51599988155,5455718.8112456845
GRAFFITI,492638.5959999448,5455738.560245701
GRAFFITI,492627.55599988997,5455742.210245701
GRAFFITI,490543.61399989453,5459433.855246741
GRAFFITI,492935.2159999096,5457244.809246124
GRAFFITI,492781.4589999199,5457243.048246124
GRAFFITI,492780.05999989546,5458509.164246483
GRAFFITI,494844.15499990515,5458343.682246429
GRAFFITI,491768.1829998665,5456739.084245973
GRAFFITI,494448.64499995514,5458150.860246381
GRAFFITI,494464.9449999439,5458150.86024638
