TYPE,X,Y
GRAFFITI,494741.46699997265,5456385.446245884
GRAFFITI,493467.8839999173,5456560.476245926
GRAFFITI,494561.66599990166,5455232.922245555
GRAFFITI,486366.35599986115,5456732.98924597
GRAFFITI,487856.7009998175,5456793.12124599
GRAFFITI,491595.5049999305,5455830.989245717
GRAFFITI,492264.7879999309,5456914.842246033
GRAFFITI,492277.206999926,5456918.912246027
GRAFFITI,492272.20699990395,5456919.362246027
GRAFFITI,489050.34599988186,5457702.237246252
GRAFFITI,488326.8619998753,5453581.117245083
GRAFFITI,496446.280999984,5453930.779245184
GRAFFITI,492657.47199993994,5454665.781245389
GRAFFITI,493298.5339998865,5456673.8742459575
GRAFFITI,491594.3009999097,5458867.826246579
GRAFFITI,491598.3509999207,5458872.564246584
GRAFFITI,489398.5669998382,5457481.076246183
GRAFFITI,489390.6869999015,5457484.14624619
GRAFFITI,489382.8369998835,5457484.496246191
GRAFFITI,489375.3369999035,5457484.696246191
GRAFFITI,489367.5869998565,5457484.845246183
GRAFFITI,487769.26899987285,5455239.270245552
GRAFFITI,487754.96899987594,5455239.520245549
GRAFFITI,490631.7999998614,5456781.372245987
GRAFFITI,489728.01899987226,5457032.10124606
GRAFFITI,489713.5889998888,5457032.381246063
GRAFFITI,492876.8859999475,5458597.225246506
GRAFFITI,497455.34599994053,5453351.0222450225
GRAFFITI,495209.09799996734,5453913.808245182
GRAFFITI,492732.77399991715,5457049.855246067
GRAFFITI,490720.4439999032,5456706.500245967
GRAFFITI,497774.0310000006,5454035.430245215
GRAFFITI,496260.8219999551,5454032.178245212
GRAFFITI,496252.5219999222,5454038.028245218
GRAFFITI,496244.22199995746,5454043.5782452235
GRAFFITI,492895.98399991175,5458690.376246533
GRAFFITI,492886.0339999435,5458690.876246535
GRAFFITI,492879.4839999208,5458690.976246532
GRAFFITI,492872.2849999153,5458691.175246527
GRAFFITI,494606.12599994795,5457786.842246281
GRAFFITI,494596.1759999141,5457786.8922462715
GRAFFITI,495131.1429999256,5458852.775246583
GRAFFITI,490911.0509998685,5459140.060246652
GRAFFITI,488599.7139998369,5453515.273245068
GRAFFITI,488592.0639998863,5453515.472245063
GRAFFITI,486538.7079998251,5456384.232245877
GRAFFITI,492565.7479999357,5452404.809244751
GRAFFITI,486036.41599980113,5454901.994245457
GRAFFITI,493594.1599999395,5458231.917246403
GRAFFITI,485067.37299983954,5456826.904246001
GRAFFITI,490944.46099992,5456706.927245968
GRAFFITI,492081.01099993795,5459099.548246652
GRAFFITI,490870.00099989737,5456774.778245991
GRAFFITI,494666.6039999172,5458994.020246615
GRAFFITI,494676.55499991385,5458996.321246624
GRAFFITI,494686.6549999433,5458998.521246617
GRAFFITI,494697.054999928,5459000.871246626
GRAFFITI,494706.95499992446,5459002.921246625
GRAFFITI,493390.4079998985,5455981.543245758
GRAFFITI,493380.45799993584,5455985.693245763
GRAFFITI,493370.6579999223,5455988.943245772
GRAFFITI,495108.39699996414,5458439.96524646
GRAFFITI,495094.85799994087,5458440.064246463
GRAFFITI,493425.5399999588,5452785.167244858
GRAFFITI,492655.65299992985,5455897.957245738
GRAFFITI,494512.69899990223,5455885.238245732
GRAFFITI,486593.81899982237,5456181.81724582
GRAFFITI,486574.6699998632,5456182.216245815
GRAFFITI,486584.6699998148,5456182.266245816
GRAFFITI,497108.7249999368,5453685.47924511
GRAFFITI,497125.1349999526,5453701.379245118
GRAFFITI,494400.6769999185,5457379.291246158
GRAFFITI,494400.72599994706,5457389.391246166
GRAFFITI,494400.7759999523,5457399.691246159
GRAFFITI,494400.9559999667,5457411.83124617
GRAFFITI,492496.3709998812,5457524.143246205
GRAFFITI,491268.0859998687,5459377.49224672
GRAFFITI,496652.1959999779,5458639.758246524
GRAFFITI,489391.9369998366,5457427.846246168
GRAFFITI,489383.19699983817,5457429.605246169
GRAFFITI,489375.7969998393,5457429.785246177
GRAFFITI,492379.1419998923,5458631.558246509
GRAFFITI,494324.70099990634,5457787.559246277
GRAFFITI,487739.61399982544,5457332.022246137
GRAFFITI,487729.58399986103,5457332.222246149
GRAFFITI,487719.22399982467,5457332.371246146
GRAFFITI,487709.303999886,5457332.671246142
GRAFFITI,494140.0839999151,5458815.776246568
GRAFFITI,491307.05899992154,5458217.068246402
GRAFFITI,494522.2969999311,5458171.960246386
GRAFFITI,491655.2519998961,5455960.6882457575
GRAFFITI,493462.8609999069,5454816.7982454365
GRAFFITI,489958.143999844,5458775.056246551
GRAFFITI,493013.3839999236,5458962.262246604
GRAFFITI,490535.0139999011,5459596.806246782
GRAFFITI,494417.5619999038,5458294.049246417
GRAFFITI,493358.18399992835,5456605.424245945
GRAFFITI,493348.45399993967,5456605.574245943
GRAFFITI,494649.36099991837,5458649.639246519
GRAFFITI,495700.1379999167,5458682.148246526
GRAFFITI,491436.34499991906,5458967.520246602
GRAFFITI,492685.2619999478,5455955.75724576
GRAFFITI,486382.6569998365,5456793.68024599
GRAFFITI,492693.0249999265,5456991.034246051
GRAFFITI,491653.55699986796,5455747.242245693
GRAFFITI,491653.7569999051,5455757.4912457
GRAFFITI,491654.0569998664,5455767.491245704
GRAFFITI,491654.61499991914,5455777.291245704
GRAFFITI,491858.7099999145,5458791.986246563
GRAFFITI,496202.48099996854,5452882.18724489
GRAFFITI,492303.9759999205,5459038.691246629
GRAFFITI,489817.6909998709,5456803.022245994
GRAFFITI,494775.7469999085,5456444.724245897
GRAFFITI,494902.9189999209,5456991.467246047
GRAFFITI,491784.114999889,5459070.638246639
GRAFFITI,486663.8489998145,5453602.537245086
GRAFFITI,486572.9879998671,5453603.535245093
GRAFFITI,494295.7269999202,5458557.759246491
GRAFFITI,492784.8069999153,5458758.206246558
GRAFFITI,496437.01599996525,5456205.624245825
GRAFFITI,496485.569999966,5456320.1682458585
GRAFFITI,493258.0249998956,5457690.782246246
GRAFFITI,497206.5869999866,5453642.978245106
GRAFFITI,492895.98399991175,5458690.376246533
GRAFFITI,492886.0339999435,5458690.876246535
GRAFFITI,492879.4839999208,5458690.976246532
GRAFFITI,492872.2849999153,5458691.175246527
GRAFFITI,486808.37799982884,5456822.198245999
GRAFFITI,488419.3329998436,5453521.31824506
GRAFFITI,494610.61799995054,5458248.891246401
GRAFFITI,493453.5739999508,5458892.164246592
GRAFFITI,491618.93799988186,5456969.879246049
GRAFFITI,490766.579999902,5458116.689246367
GRAFFITI,490800.787999858,5458150.171246373
GRAFFITI,490731.3669999103,5450171.3592441175
GRAFFITI,491093.32299986307,5458166.385246384
GRAFFITI,493224.23199993017,5458686.841246531
GRAFFITI,493217.0519999146,5458687.331246526
GRAFFITI,493296.8989999488,5458339.381246428
GRAFFITI,494784.8159999416,5456692.464245968
GRAFFITI,493944.2899999043,5455696.672245689
GRAFFITI,493934.73899994226,5455701.523245681
GRAFFITI,493925.08799992705,5455709.123245684
GRAFFITI,493364.8919999202,5452664.4192448305
GRAFFITI,494123.8919999482,5458872.576246583
GRAFFITI,495914.9299999378,5456049.384245789
GRAFFITI,492151.33699989604,5456918.090246026
GRAFFITI,492138.9369998763,5456918.540246033
GRAFFITI,492123.78599993495,5456918.788246034
GRAFFITI,493248.1319999051,5458754.211246549
GRAFFITI,493240.58199994673,5458754.461246551
GRAFFITI,493233.191999906,5458754.661246551
GRAFFITI,493225.7919999177,5458754.911246552
GRAFFITI,493217.7819999278,5458755.11124655
GRAFFITI,492717.51899991225,5458605.6032465035
GRAFFITI,492715.09899988555,5458614.953246503
GRAFFITI,492119.87999987724,5456763.840245987
GRAFFITI,495207.19999994454,5453844.705245156
GRAFFITI,491475.7519999222,5458608.778246501
GRAFFITI,491476.18899993005,5458623.363246515
GRAFFITI,491476.29099992657,5458626.55324651
GRAFFITI,491476.3259999162,5458629.673246508
GRAFFITI,491476.24199990655,5458632.756246514
GRAFFITI,490135.5579999161,5450019.909244077
GRAFFITI,490688.68399987766,5459698.369246815
GRAFFITI,492684.9399999393,5458603.704246509
GRAFFITI,492677.3899998763,5458603.75424651
GRAFFITI,491950.0269999357,5456912.8352460265
GRAFFITI,491988.23599989334,5456923.03624603
GRAFFITI,491972.42599988775,5456923.335246026
GRAFFITI,491962.4269999001,5456923.685246033
GRAFFITI,491950.6259998909,5456926.435246027
GRAFFITI,491951.0259999281,5456937.035246028
GRAFFITI,490866.47099989257,5458276.660246413
GRAFFITI,490871.87099986564,5458282.460246413
GRAFFITI,490877.0209999184,5458287.360246423
GRAFFITI,490882.9749998601,5458293.330246414
GRAFFITI,492104.8129999289,5458759.993246545
GRAFFITI,494395.95999995974,5457185.9122461025
GRAFFITI,486493.8779998537,5454963.402245471
GRAFFITI,495020.75999991706,5454844.261245437
GRAFFITI,489784.158999886,5453553.703245076
GRAFFITI,491440.2569998756,5452894.841244897
GRAFFITI,491438.9599999186,5452909.8682449
GRAFFITI,492516.14099994587,5458776.765246552
GRAFFITI,493685.8869999109,5455795.322245707
GRAFFITI,493672.83699992485,5455804.171245711
GRAFFITI,493661.33699991106,5455812.521245716
GRAFFITI,493648.78699989466,5455821.321245723
GRAFFITI,493249.5319999537,5458998.5152466195
GRAFFITI,493241.181999919,5458998.764246617
GRAFFITI,488772.0929998547,5457248.035246115
GRAFFITI,493427.3909999137,5452950.315244906
GRAFFITI,494824.4909999557,5458857.450246573
GRAFFITI,490726.12199987535,5458422.660246451
GRAFFITI,491636.218999887,5455322.296245576
GRAFFITI,491636.5679998621,5455332.546245583
GRAFFITI,493445.76799992437,5456917.024246029
GRAFFITI,491595.4069999259,5455730.640245696
GRAFFITI,491576.95699992357,5455734.439245696
GRAFFITI,489794.9539998482,5450701.80524427
GRAFFITI,494967.569999963,5457742.583246261
GRAFFITI,494967.5199999459,5457749.733246269
GRAFFITI,493398.77399995865,5456605.126245944
GRAFFITI,493389.0839999468,5456605.276245942
GRAFFITI,489157.7979998625,5456753.290245983
GRAFFITI,490493.7159998775,5453446.476245046
GRAFFITI,493760.7299999518,5458882.817246583
GRAFFITI,495207.90099992056,5453821.656245152
GRAFFITI,490507.58799988875,5456825.017245996
GRAFFITI,490492.2369998887,5456825.267245998
GRAFFITI,490462.34699987393,5456826.116246007
GRAFFITI,490855.3599999195,5458352.460246436
GRAFFITI,496525.1509999887,5458141.957246375
GRAFFITI,490820.2739998967,5456667.626245958
GRAFFITI,490721.15299991635,5456668.323245961
GRAFFITI,490690.35199987295,5456669.023245956
GRAFFITI,490571.35399985936,5459561.556246776
GRAFFITI,494627.3739999362,5455117.832245522
GRAFFITI,492053.06099990965,5459107.647246643
GRAFFITI,492117.33999988524,5459085.398246645
GRAFFITI,495228.0619999629,5456325.349245858
GRAFFITI,489681.73799989687,5457186.052246108
GRAFFITI,489674.1379998599,5457186.302246102
GRAFFITI,489330.2699998773,5457292.041246128
GRAFFITI,494221.33199994056,5458871.076246582
GRAFFITI,494212.53199992806,5458871.176246576
GRAFFITI,494195.10399994557,5458871.620246581
GRAFFITI,496051.5369999687,5456620.752245945
GRAFFITI,491003.50599990244,5458501.712246478
GRAFFITI,491008.9059999265,5458507.162246478
GRAFFITI,491014.25499992573,5458512.562246485
GRAFFITI,491019.65499987884,5458518.012246478
GRAFFITI,491169.25299989333,5458580.664246495
GRAFFITI,492939.77599994425,5456553.466245929
GRAFFITI,492934.7309999124,5456553.515245929
GRAFFITI,493155.9029999085,5458645.569246517
GRAFFITI,490171.61199986865,5457130.05724609
GRAFFITI,494962.2099999709,5457402.104246166
GRAFFITI,490992.70599990117,5458490.8622464705
GRAFFITI,490998.1059998987,5458496.312246472
GRAFFITI,494659.2109999512,5458649.589246516
GRAFFITI,495346.7919999156,5458783.139246554
GRAFFITI,495347.08999994426,5458793.589246563
GRAFFITI,495347.38999990775,5458803.390246568
GRAFFITI,494436.96499992453,5458689.3792465255
GRAFFITI,494466.13499990833,5458693.658246532
GRAFFITI,494451.8349999699,5458694.058246537
GRAFFITI,494822.142999903,5458757.901246549
GRAFFITI,494811.94199991645,5458757.961246551
GRAFFITI,495003.5989999722,5458686.332246526
GRAFFITI,492611.3179998913,5454954.926245469
GRAFFITI,492611.067999894,5454963.126245476
GRAFFITI,495256.5609999624,5453291.101245001
GRAFFITI,495204.21799993917,5453639.300245102
GRAFFITI,490886.94999988767,5458860.057246579
GRAFFITI,491888.7609999249,5458965.989246611
GRAFFITI,491883.2099998924,5458971.739246611
GRAFFITI,491877.5599998701,5458977.48824661
GRAFFITI,492627.5459999466,5452508.209244786
GRAFFITI,486577.27899983485,5455017.805245493
GRAFFITI,492858.7299999097,5456702.861245967
GRAFFITI,492542.63899993635,5457310.1592461355
GRAFFITI,488297.9159998488,5457417.138246169
GRAFFITI,494772.7559999718,5455022.645245498
GRAFFITI,494765.7169999391,5455027.644245499
GRAFFITI,487706.0729998577,5457273.420246131
GRAFFITI,495203.00999995536,5453574.999245085
GRAFFITI,494453.8039998995,5458807.088246571
GRAFFITI,490861.14699988195,5454941.751245473
GRAFFITI,495642.9549999147,5459290.150246701
GRAFFITI,492892.18499990646,5458596.725246503
GRAFFITI,494513.2139999453,5458292.6912464155
GRAFFITI,494871.6279999271,5456584.593245937
GRAFFITI,494415.11899990996,5458480.429246468
GRAFFITI,494411.93799994804,5458488.458246472
GRAFFITI,494431.33799995854,5458494.358246479
GRAFFITI,494412.1379999603,5458498.258246475
GRAFFITI,494412.43799993227,5458508.758246483
GRAFFITI,494412.2899999263,5458408.229246447
GRAFFITI,494402.2009999622,5457772.860246274
GRAFFITI,494900.4529999683,5458454.662246463
GRAFFITI,495412.58199996257,5459089.193246647
GRAFFITI,492461.20599991287,5457107.816246087
GRAFFITI,492472.0129999322,5457110.338246083
GRAFFITI,493031.58199990034,5458692.008246529
GRAFFITI,490536.65999985114,5450103.700244106
GRAFFITI,492610.39199987735,5456426.6312458925
GRAFFITI,494860.83599990676,5456384.02824588
GRAFFITI,495256.1609999739,5453270.351245001
GRAFFITI,495256.2609999666,5453280.751245003
GRAFFITI,492592.53399992106,5450940.767244334
GRAFFITI,495391.2779999742,5454574.914245368
GRAFFITI,492455.8969999135,5451979.361244631
GRAFFITI,490213.6509998748,5459895.499246866
GRAFFITI,494597.4409999406,5458593.730246511
GRAFFITI,494587.1409999247,5458593.930246508
GRAFFITI,494576.64099994174,5458594.230246505
GRAFFITI,489782.11699989357,5457172.503246097
GRAFFITI,489808.48699987074,5457183.203246099
GRAFFITI,489800.836999852,5457183.4032461
GRAFFITI,489793.18699984235,5457183.653246097
GRAFFITI,489785.53699989466,5457183.9032461075
GRAFFITI,491563.9459999032,5456249.586245836
GRAFFITI,490445.82299986517,5459771.355246836
GRAFFITI,490434.8619998711,5459785.075246837
GRAFFITI,490416.09199990047,5459806.234246845
GRAFFITI,490667.32299989637,5450260.653244148
GRAFFITI,493360.80199990404,5452577.521244802
GRAFFITI,494128.0339999259,5458816.126246564
GRAFFITI,494119.58399990323,5458816.276246567
GRAFFITI,492207.3319998761,5456728.622245972
GRAFFITI,494847.0969999376,5454968.201245476
GRAFFITI,494839.6979999372,5454973.35024548
GRAFFITI,494832.29899991903,5454978.749245481
GRAFFITI,494824.2999999204,5454984.799245486
GRAFFITI,492095.28199993365,5458608.659246511
GRAFFITI,492126.1409999097,5458628.0432465095
GRAFFITI,493726.58499990654,5458672.120246525
GRAFFITI,493718.88499990676,5458672.420246523
GRAFFITI,493711.1849999373,5458672.620246531
GRAFFITI,493703.5849999556,5458672.820246525
GRAFFITI,493695.8849998909,5458673.019246525
GRAFFITI,493245.9799998866,5459139.611246652
GRAFFITI,496115.34299995017,5454063.925245219
GRAFFITI,496107.77299993194,5454069.775245225
GRAFFITI,495309.1689999277,5458875.839246589
GRAFFITI,495395.264999974,5458789.773246565
GRAFFITI,495434.88999993843,5458789.392246558
GRAFFITI,494474.29099989904,5458393.360246449
GRAFFITI,494540.9049999573,5457672.371246238
GRAFFITI,493970.7699999015,5456554.234245927
GRAFFITI,494865.99499997456,5454955.30224548
GRAFFITI,494427.29299995257,5458856.678246576
GRAFFITI,494419.58299993165,5458871.728246586
GRAFFITI,494419.6319999424,5458881.578246589
GRAFFITI,494439.08299995755,5458807.028246562
GRAFFITI,494742.7109999716,5458789.990246557
GRAFFITI,484990.0649998229,5456829.4102460025
GRAFFITI,490220.6009998594,5459902.450246873
GRAFFITI,494719.1959999408,5457100.155246085
GRAFFITI,495259.66099992377,5453394.299245035
GRAFFITI,495243.4009999666,5452541.17724479
GRAFFITI,493686.3339999252,5458741.320246549
GRAFFITI,490345.8989999086,5456678.162245965
GRAFFITI,490850.8229998743,5456665.876245952
GRAFFITI,490429.7029998627,5459719.954246818
GRAFFITI,491697.5269998656,5455346.647245588
GRAFFITI,491497.1939998745,5453475.7462450545
GRAFFITI,494497.3699999496,5457895.451246308
GRAFFITI,494512.15099991846,5457895.461246311
GRAFFITI,495458.4799999752,5459177.545246666
GRAFFITI,495239.71599993604,5457689.339246251
GRAFFITI,494887.7389999118,5458242.263246403
GRAFFITI,494780.86499993096,5458244.6312464075
GRAFFITI,492627.4699998967,5455467.017245617
GRAFFITI,487253.4619998818,5455503.76324563
GRAFFITI,489873.47899988206,5456224.904245828
GRAFFITI,489874.1989998429,5456233.034245836
GRAFFITI,494403.7199999106,5457879.920246299
GRAFFITI,494879.7399999653,5458184.6522463905
GRAFFITI,494202.55799994164,5455573.635245647
GRAFFITI,488746.45399984386,5453508.476245067
GRAFFITI,492054.48299993115,5457064.336246067
GRAFFITI,490933.568999868,5458343.561246435
GRAFFITI,491570.1809998852,5455222.744245548
GRAFFITI,491570.3809999001,5455232.544245553
GRAFFITI,491570.7299999295,5455242.544245553
GRAFFITI,487261.27399986295,5456869.163246011
GRAFFITI,496123.41299994243,5454137.312245239
GRAFFITI,494307.8899999485,5455436.054245606
GRAFFITI,495274.6099999374,5458517.789246478
GRAFFITI,492657.42199990235,5454674.381245399
GRAFFITI,492657.57199988014,5454682.331245393
GRAFFITI,492657.8219999347,5454690.981245401
GRAFFITI,492658.0309998837,5454696.931245398
GRAFFITI,496953.3769999781,5455284.038245572
GRAFFITI,487221.11399980815,5456870.163246012
GRAFFITI,497968.24799998885,5458738.478246545
GRAFFITI,497978.24799995724,5458738.478246549
GRAFFITI,493089.7329999162,5458690.639246526
GRAFFITI,493082.13299989,5458690.939246529
GRAFFITI,493075.2529998974,5458691.02824653
GRAFFITI,491548.5379999221,5456557.533245932
GRAFFITI,490145.8459998532,5456793.956245995
GRAFFITI,490130.29699989356,5456794.306245994
GRAFFITI,490114.6969998513,5456794.706245989
GRAFFITI,490143.73599990347,5456833.906246003
GRAFFITI,490132.0359998741,5456834.056246
GRAFFITI,490117.1959998617,5456834.606246006
GRAFFITI,495551.0069999741,5456645.102245957
GRAFFITI,492456.5899999362,5456851.848246008
GRAFFITI,494369.7369999061,5458598.25824651
GRAFFITI,494354.9369998967,5458598.558246502
GRAFFITI,492946.2169999042,5456321.764245866
GRAFFITI,495660.40199996013,5458030.95024635
GRAFFITI,494912.3879999406,5457596.244246222
GRAFFITI,495211.74399992666,5454026.181245214
GRAFFITI,494853.8509999649,5458491.062246479
GRAFFITI,494967.4899999451,5457725.04324626
GRAFFITI,494967.28999991046,5457734.943246262
GRAFFITI,494968.5279999396,5457995.8322463315
GRAFFITI,491186.1009998783,5458684.064246532
GRAFFITI,491198.25099989877,5458696.865246533
GRAFFITI,491203.30099987093,5458702.91524653
GRAFFITI,491155.16199987964,5458654.064246522
GRAFFITI,487161.6549998672,5456871.862246011
GRAFFITI,492829.53799992416,5456405.88924588
GRAFFITI,492814.36899992474,5456406.10824589
GRAFFITI,492798.7189999392,5456413.258245884
GRAFFITI,492783.19899993273,5456413.60824589
GRAFFITI,492821.7379999407,5456421.8392458875
GRAFFITI,492631.2679999313,5455627.313245669
GRAFFITI,495863.1169999815,5454237.949245276
GRAFFITI,494868.1169999693,5456342.297245871
GRAFFITI,494399.6529998988,5457611.530246227
GRAFFITI,494390.49299990933,5457611.790246225
GRAFFITI,493006.2239998969,5458995.594246612
GRAFFITI,493009.84399988997,5459005.91424662
GRAFFITI,493002.0939999311,5459006.114246622
GRAFFITI,492994.59399988607,5459006.364246622
GRAFFITI,490316.41099988786,5450259.684244142
GRAFFITI,490316.5109998858,5450269.784244153
GRAFFITI,496269.94799994107,5458741.04924655
GRAFFITI,494647.13399992057,5458549.76024649
GRAFFITI,494592.212999921,5458490.690246475
GRAFFITI,494577.6019999089,5458491.300246472
GRAFFITI,494562.711999916,5458491.590246477
GRAFFITI,494550.2119999681,5458491.8902464695
GRAFFITI,491120.2509999012,5458473.982246472
GRAFFITI,496419.89799999027,5454818.665245439
GRAFFITI,494925.7909999466,5458757.780246545
GRAFFITI,493151.90299995284,5459001.415246623
GRAFFITI,493144.98299990926,5459001.715246623
GRAFFITI,491879.27899993444,5457321.880246139
GRAFFITI,491890.528999882,5457330.480246144
GRAFFITI,491904.52799993,5457340.980246151
GRAFFITI,491915.5279998983,5457348.881246148
GRAFFITI,491927.9779999359,5457358.181246149
GRAFFITI,488413.901999889,5453579.168245081
GRAFFITI,488403.3519998511,5453579.318245088
GRAFFITI,492646.8919999361,5458604.703246507
GRAFFITI,494905.0179999096,5456652.54224595
GRAFFITI,494896.41899997165,5456652.742245954
GRAFFITI,495607.4979999188,5454415.582245318
GRAFFITI,490486.26299989433,5459434.003246743
GRAFFITI,496042.7169999625,5456528.712245926
GRAFFITI,492336.2819999049,5456758.0442459835
GRAFFITI,491458.74799991585,5459100.37224665
GRAFFITI,486493.6419998175,5456701.019245969
GRAFFITI,497033.6939999656,5456221.470245833
GRAFFITI,495069.72799994727,5455666.406245674
GRAFFITI,495067.4279999577,5455674.956245683
GRAFFITI,489603.6519998767,5454197.584245255
GRAFFITI,492057.4239998936,5459009.645246616
GRAFFITI,492053.4739999148,5459017.145246619
GRAFFITI,492047.87399992376,5459021.895246629
GRAFFITI,492041.2739998689,5459026.04624663
GRAFFITI,492034.1739999248,5459029.746246627
GRAFFITI,492028.0239998703,5459033.1962466305
GRAFFITI,486477.4779998633,5454912.901245457
GRAFFITI,486530.2469998296,5453780.987245142
GRAFFITI,497366.7319999486,5453539.774245077
GRAFFITI,489878.25599989505,5456412.754245879
GRAFFITI,493505.66499995085,5458675.666246528
GRAFFITI,489807.8379998674,5456991.382246048
GRAFFITI,493157.7819999553,5458957.863246604
GRAFFITI,490120.13399987784,5456970.056246038
GRAFFITI,490523.6439998523,5458523.436246486
GRAFFITI,494889.76499993086,5456183.650245818
GRAFFITI,493213.46599990653,5458486.66124647
GRAFFITI,489008.33399986173,5456750.224245982
GRAFFITI,488978.0039998915,5456758.007245986
GRAFFITI,492799.327999915,5457712.016246251
GRAFFITI,494341.89399990055,5455322.772245578
GRAFFITI,494338.23299995577,5455335.273245585
GRAFFITI,494337.0319999676,5455345.123245586
GRAFFITI,494564.8729999256,5458445.580246459
GRAFFITI,494591.7929999055,5458449.000246458
GRAFFITI,494576.5929999417,5458449.400246457
GRAFFITI,494561.5919999116,5458449.9002464665
GRAFFITI,494990.00699994346,5458754.382246552
GRAFFITI,495052.97099997074,5458948.2232466
GRAFFITI,495068.37099993974,5458949.623246608
GRAFFITI,494148.3569999223,5455543.837245637
GRAFFITI,494753.59899990715,5458858.8802465815
GRAFFITI,489154.14099989715,5457293.830246132
GRAFFITI,492886.3149999312,5457287.008246139
GRAFFITI,494762.4219999122,5458757.700246545
GRAFFITI,494802.4019999545,5458758.001246551
GRAFFITI,490542.713999891,5459760.307246828
GRAFFITI,490553.3179998976,5459772.678246835
GRAFFITI,492699.2679999076,5457304.783246143
GRAFFITI,489996.6049999045,5456422.805245889
GRAFFITI,489959.5929998693,5459646.402246803
GRAFFITI,491959.01299991517,5458673.339246525
GRAFFITI,491963.36299990717,5458678.389246528
GRAFFITI,491968.66299992235,5458683.839246526
GRAFFITI,488400.24499982473,5457258.13324613
GRAFFITI,495081.69999993977,5455638.0622456735
GRAFFITI,495212.7289999553,5455471.258245617
GRAFFITI,491037.68599990866,5450495.914244216
GRAFFITI,491025.1859998828,5450487.663244209
GRAFFITI,492646.0399999364,5458814.954246558
GRAFFITI,492638.3899998856,5458824.704246566
GRAFFITI,492630.78999993467,5458824.8542465735
GRAFFITI,494894.1519999417,5454934.953245467
GRAFFITI,494884.72299992316,5454941.853245476
GRAFFITI,493308.42499990296,5451685.589244548
GRAFFITI,491846.94299991673,5456736.836245978
GRAFFITI,491578.16799991496,5458287.574246417
GRAFFITI,491583.71799992304,5458293.175246416
GRAFFITI,491588.8079999166,5458298.525246413
GRAFFITI,495073.32199996087,5455338.458245586
GRAFFITI,494160.6699999186,5458438.775246455
GRAFFITI,494967.6199999412,5457757.783246265
GRAFFITI,494967.5699999462,5457765.333246277
GRAFFITI,494967.71899992466,5457773.033246269
GRAFFITI,492502.82399989344,5457109.4282460855
GRAFFITI,491886.05899992055,5458830.59924657
GRAFFITI,490769.34899988543,5450317.3072441695
GRAFFITI,492017.4019999191,5456680.108245957
GRAFFITI,492002.33299987414,5456680.188245961
GRAFFITI,494062.04399994493,5458259.753246404
GRAFFITI,489948.0409998514,5456740.204245983
GRAFFITI,489948.6499998492,5456747.65424598
GRAFFITI,494564.18799993733,5458190.541246386
GRAFFITI,494990.4819999307,5454942.609245475
GRAFFITI,496985.68299995305,5453644.032245104
GRAFFITI,495051.0729999472,5457454.809246186
GRAFFITI,495401.57099992066,5457451.89424618
GRAFFITI,494487.54199993,5458350.860246437
GRAFFITI,494543.9939998979,5458349.401246441
GRAFFITI,494528.79399995686,5458349.801246439
GRAFFITI,494828.7649999668,5458287.832246418
GRAFFITI,494814.56499990175,5458288.132246415
GRAFFITI,494793.0039999192,5458288.432246421
GRAFFITI,494802.90499990765,5458288.432246415
GRAFFITI,494782.9039999454,5458288.732246419
GRAFFITI,494762.9029999056,5458288.931246423
GRAFFITI,494773.0029999449,5458288.931246414
GRAFFITI,494789.24699995626,5458187.022246392
GRAFFITI,494778.8169999745,5458187.17224639
GRAFFITI,495393.8919999321,5459089.343246643
GRAFFITI,489844.187999915,5451101.858244386
GRAFFITI,492680.9169999229,5455610.66524566
GRAFFITI,492699.8369999096,5455611.745245659
GRAFFITI,493423.4399999151,5452659.120244822
GRAFFITI,490678.19999987166,5456780.274245989
GRAFFITI,489596.67299985734,5455248.047245556
GRAFFITI,486546.4789998638,5454989.254245483
GRAFFITI,492607.0799998805,5456852.702246008
GRAFFITI,494384.69099989923,5455285.918245564
GRAFFITI,494695.91699993453,5456587.2422459405
GRAFFITI,494687.0679999619,5456587.392245942
GRAFFITI,490757.2249998856,5458163.336246378
GRAFFITI,495186.20399992063,5452592.354244804
GRAFFITI,495186.5039999768,5452609.754244818
GRAFFITI,495186.85399990896,5452626.25324482
GRAFFITI,495187.1559999234,5452643.453244821
GRAFFITI,495187.4059999131,5452660.251244825
GRAFFITI,495187.5559999569,5452677.251244832
GRAFFITI,495187.80599997414,5452694.150244834
GRAFFITI,497694.0729999932,5454015.127245214
GRAFFITI,495260.00999991817,5453434.849245041
GRAFFITI,495260.0099999131,5453424.4982450465
GRAFFITI,495198.21599995217,5453289.976245007
GRAFFITI,495256.81099996297,5453308.001245009
GRAFFITI,490228.14999985474,5459831.250246857
GRAFFITI,490214.459999855,5459845.099246855
GRAFFITI,490041.4439999118,5459390.6012467295
GRAFFITI,484815.9699998487,5457351.064246151
GRAFFITI,496908.7029999273,5456610.317245948
GRAFFITI,496918.8039999655,5456610.316245941
GRAFFITI,496718.7049999365,5457449.060246177
GRAFFITI,495914.554999967,5457439.053246182
GRAFFITI,495914.704999938,5457450.853246185
GRAFFITI,495914.85499996104,5457464.603246183
GRAFFITI,491676.00299987843,5458952.429246605
GRAFFITI,491681.20299992024,5458957.779246604
GRAFFITI,493359.85099993815,5452402.92524476
GRAFFITI,497376.9329999778,5453532.373245069
